PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"17450579","Biphasic hemodynamic responses influence deactivation and may mask activation in block-design fMRI paradigms","Meltzer JA, Negishi M, Constable RT.","Hum Brain Mapp. 2008 Apr;29(4):385-99. doi: 10.1002/hbm.20391.","Meltzer JA","Hum Brain Mapp","2008","2007/04/24","PMC3496427","NIHMS419490","10.1002/hbm.20391"
"15259890","The neurobiology of adaptive learning in reading: a contrast of different training conditions","Sandak R, Mencl WE, Frost SJ, Rueckl JG, Katz L, Moore DL, Mason SA, Fulbright RK, Constable RT, Pugh KR.","Cogn Affect Behav Neurosci. 2004 Mar;4(1):67-88. doi: 10.3758/cabn.4.1.67.","Sandak R","Cogn Affect Behav Neurosci","2004","2004/07/21","","","10.3758/cabn.4.1.67"
"15259890","The neurobiology of adaptive learning in reading: a contrast of different training conditions","Sandak R, Mencl WE, Frost SJ, Rueckl JG, Katz L, Moore DL, Mason SA, Fulbright RK, Constable RT, Pugh KR.","Cogn Affect Behav Neurosci. 2004 Mar;4(1):67-88. doi: 10.3758/cabn.4.1.67.","Sandak R","Cogn Affect Behav Neurosci","2004","2004/07/21","","","10.3758/cabn.4.1.67"
"15109993","Sentence complexity and input modality effects in sentence comprehension: an fMRI study","Constable RT, Pugh KR, Berroya E, Mencl WE, Westerveld M, Ni W, Shankweiler D.","Neuroimage. 2004 May;22(1):11-21. doi: 10.1016/j.neuroimage.2004.01.001.","Constable RT","Neuroimage","2004","2004/04/28","","","10.1016/j.neuroimage.2004.01.001"
"20665789","O-space imaging: Highly efficient parallel imaging using second-order nonlinear fields as encoding gradients with no phase encoding","Stockmann JP, Ciris PA, Galiana G, Tam L, Constable RT.","Magn Reson Med. 2010 Aug;64(2):447-56. doi: 10.1002/mrm.22425.","Stockmann JP","Magn Reson Med","2010","2010/07/29","PMC3147299","NIHMS220383","10.1002/mrm.22425"
"22432958","Biofeedback of real-time functional magnetic resonance imaging data from the supplementary motor area reduces functional connectivity to subcortical regions","Hampson M, Scheinost D, Qiu M, Bhawnani J, Lacadie CM, Leckman JF, Constable RT, Papademetris X.","Brain Connect. 2011;1(1):91-8. doi: 10.1089/brain.2011.0002.","Hampson M","Brain Connect","2011","2012/03/22","PMC3621512","","10.1089/brain.2011.0002"
"16399686","Imaging response inhibition in a stop-signal task: neural correlates independent of signal monitoring and post-response processing","Li CS, Huang C, Constable RT, Sinha R.","J Neurosci. 2006 Jan 4;26(1):186-92. doi: 10.1523/JNEUROSCI.3741-05.2006.","Li CS","J Neurosci","2006","2006/01/10","PMC6674298","","10.1523/JNEUROSCI.3741-05.2006"
"17900976","Individual differences in EEG theta and alpha dynamics during working memory correlate with fMRI responses across subjects","Meltzer JA, Negishi M, Mayes LC, Constable RT.","Clin Neurophysiol. 2007 Nov;118(11):2419-36. doi: 10.1016/j.clinph.2007.07.023. Epub 2007 Sep 27.","Meltzer JA","Clin Neurophysiol","2007","2007/09/29","PMC2080790","NIHMS33662","10.1016/j.clinph.2007.07.023"
"17298962","Probing the pathophysiology of auditory/verbal hallucinations by combining functional magnetic resonance imaging and transcranial magnetic stimulation","Hoffman RE, Hampson M, Wu K, Anderson AW, Gore JC, Buchanan RJ, Constable RT, Hawkins KA, Sahay N, Krystal JH.","Cereb Cortex. 2007 Nov;17(11):2733-43. doi: 10.1093/cercor/bhl183. Epub 2007 Feb 13.","Hoffman RE","Cereb Cortex","2007","2007/02/15","PMC2634833","NIHMS58822","10.1093/cercor/bhl183"
"23280226","Effects of fructose vs glucose on regional cerebral blood flow in brain regions involved with appetite and reward pathways","Page KA, Chan O, Arora J, Belfort-Deaguiar R, Dzuira J, Roehmholdt B, Cline GW, Naik S, Sinha R, Constable RT, Sherwin RS.","JAMA. 2013 Jan 2;309(1):63-70. doi: 10.1001/jama.2012.116975.","Page KA","JAMA","2013","2013/01/03","PMC4076145","NIHMS578906","10.1001/jama.2012.116975"
"21829619","Dissociation between the activity of the right middle frontal gyrus and the middle temporal gyrus in processing semantic priming","Laufer I, Negishi M, Lacadie CM, Papademetris X, Constable RT.","PLoS One. 2011;6(8):e22368. doi: 10.1371/journal.pone.0022368. Epub 2011 Aug 4.","Laufer I","PLoS One","2011","2011/08/11","PMC3150328","","10.1371/journal.pone.0022368"
"24637793","Modulating intrinsic connectivity: adjacent subregions within supplementary motor cortex, dorsolateral prefrontal cortex, and parietal cortex connect to separate functional networks during task and also connect during rest","Roth JK, Johnson MK, Tokoglu F, Murphy I, Constable RT.","PLoS One. 2014 Mar 17;9(3):e90672. doi: 10.1371/journal.pone.0090672. eCollection 2014.","Roth JK","PLoS One","2014","2014/03/19","PMC3956459","","10.1371/journal.pone.0090672"
"15627581","Activation of human hippocampal formation reflects success in both encoding and cued recall of paired associates","Meltzer JA, Constable RT.","Neuroimage. 2005 Jan 15;24(2):384-97. doi: 10.1016/j.neuroimage.2004.09.001. Epub 2004 Nov 25.","Meltzer JA","Neuroimage","2005","2005/01/04","","","10.1016/j.neuroimage.2004.09.001"
"19370440","Variation in language networks in monolingual and bilingual English speakers: consequences for language mapping for surgical preplanning","Schafer RJ, Constable RT.","J Clin Exp Neuropsychol. 2009 Nov;31(8):945-54. doi: 10.1080/13803390902766879. Epub 2009 Apr 15.","Schafer RJ","J Clin Exp Neuropsychol","2009","2009/04/17","","","10.1080/13803390902766879"
"12842305","Neural systems for compensation and persistence: young adult outcome of childhood reading disability","Shaywitz SE, Shaywitz BA, Fulbright RK, Skudlarski P, Mencl WE, Constable RT, Pugh KR, Holahan JM, Marchione KE, Fletcher JM, Lyon GR, Gore JC.","Biol Psychiatry. 2003 Jul 1;54(1):25-33. doi: 10.1016/s0006-3223(02)01836-x.","Shaywitz SE","Biol Psychiatry","2003","2003/07/05","","","10.1016/s0006-3223(02)01836-x"
"21545245","Reduced genual corpus callosal white matter integrity in pathological gambling and its relationship to alcohol abuse or dependence","Yip SW, Lacadie C, Xu J, Worhunsky PD, Fulbright RK, Constable RT, Potenza MN.","World J Biol Psychiatry. 2013 Mar;14(2):129-38. doi: 10.3109/15622975.2011.568068. Epub 2011 May 5.","Yip SW","World J Biol Psychiatry","2013","2011/05/07","PMC3689213","NIHMS475628","10.3109/15622975.2011.568068"
"19017765","Small decrements in systemic glucose provoke increases in hypothalamic blood flow prior to the release of counterregulatory hormones","Page KA, Arora J, Qiu M, Relwani R, Constable RT, Sherwin RS.","Diabetes. 2009 Feb;58(2):448-52. doi: 10.2337/db08-1224. Epub 2008 Nov 18.","Page KA","Diabetes","2009","2008/11/20","PMC2628619","","10.2337/db08-1224"
"21570425","Social network theory applied to resting-state fMRI connectivity data in the identification of epilepsy networks with iterative feature selection","Zhang X, Tokoglu F, Negishi M, Arora J, Winstanley S, Spencer DD, Constable RT.","J Neurosci Methods. 2011 Jul 15;199(1):129-39. doi: 10.1016/j.jneumeth.2011.04.020. Epub 2011 May 5.","Zhang X","J Neurosci Methods","2011","2011/05/17","PMC3129815","NIHMS294277","10.1016/j.jneumeth.2011.04.020"
"15110736","Development of left occipitotemporal systems for skilled reading in children after a phonologically- based intervention","Shaywitz BA, Shaywitz SE, Blachman BA, Pugh KR, Fulbright RK, Skudlarski P, Mencl WE, Constable RT, Holahan JM, Marchione KE, Fletcher JM, Lyon GR, Gore JC.","Biol Psychiatry. 2004 May 1;55(9):926-33. doi: 10.1016/j.biopsych.2003.12.019.","Shaywitz BA","Biol Psychiatry","2004","2004/04/28","","","10.1016/j.biopsych.2003.12.019"
"16912127","Alanine aminotransferase levels and fatty liver in childhood obesity: associations with insulin resistance, adiponectin, and visceral fat","Burgert TS, Taksali SE, Dziura J, Goodman TR, Yeckel CW, Papademetris X, Constable RT, Weiss R, Tamborlane WV, Savoye M, Seyal AA, Caprio S.","J Clin Endocrinol Metab. 2006 Nov;91(11):4287-94. doi: 10.1210/jc.2006-1010. Epub 2006 Aug 15.","Burgert TS","J Clin Endocrinol Metab","2006","2006/08/17","","","10.1210/jc.2006-1010"
"16290108","Recent cannabis abuse decreased stress-induced BOLD signals in the frontal and cingulate cortices of cocaine dependent individuals","Li CS, Milivojevic V, Constable RT, Sinha R.","Psychiatry Res. 2005 Dec 30;140(3):271-80. doi: 10.1016/j.pscychresns.2005.09.002. Epub 2005 Nov 14.","Li CS","Psychiatry Res","2005","2005/11/18","","","10.1016/j.pscychresns.2005.09.002"
"25042143","Pseudo-random center placement O-space imaging for improved incoherence compressed sensing parallel MRI","Tam LK, Galiana G, Stockmann JP, Tagare H, Peters DC, Constable RT.","Magn Reson Med. 2015 Jun;73(6):2212-24. doi: 10.1002/mrm.25364. Epub 2014 Jul 17.","Tam LK","Magn Reson Med","2015","2014/07/22","PMC4297603","NIHMS609531","10.1002/mrm.25364"
"18403622","Induced hepatic fibrosis in rats: hepatic steatosis, macromolecule content, perfusion parameters, and their correlations--preliminary MR imaging in rats","Kim H, Booth CJ, Pinus AB, Chen P, Lee A, Qiu M, Whitlock M, Murphy PS, Constable RT.","Radiology. 2008 Jun;247(3):696-705. doi: 10.1148/radiol.2473070605. Epub 2008 Apr 10.","Kim H","Radiology","2008","2008/04/12","","","10.1148/radiol.2473070605"
"16475281","Evidence that autobiographic memory retrieval does not become independent of the hippocampus: an fMRI study contrasting very recent with remote events","Rekkas PV, Constable RT.","J Cogn Neurosci. 2005 Dec;17(12):1950-61. doi: 10.1162/089892905775008652.","Rekkas PV","J Cogn Neurosci","2005","2006/02/16","","","10.1162/089892905775008652"
"22750057","Variants in the DYX2 locus are associated with altered brain activation in reading-related brain regions in subjects with reading disability","Cope N, Eicher JD, Meng H, Gibson CJ, Hager K, Lacadie C, Fulbright RK, Constable RT, Page GP, Gruen JR.","Neuroimage. 2012 Oct 15;63(1):148-56. doi: 10.1016/j.neuroimage.2012.06.037. Epub 2012 Jun 27.","Cope N","Neuroimage","2012","2012/07/04","PMC3518451","NIHMS390052","10.1016/j.neuroimage.2012.06.037"
"12114001","Disruption of posterior brain systems for reading in children with developmental dyslexia","Shaywitz BA, Shaywitz SE, Pugh KR, Mencl WE, Fulbright RK, Skudlarski P, Constable RT, Marchione KE, Fletcher JM, Lyon GR, Gore JC.","Biol Psychiatry. 2002 Jul 15;52(2):101-10. doi: 10.1016/s0006-3223(02)01365-3.","Shaywitz BA","Biol Psychiatry","2002","2002/07/13","","","10.1016/s0006-3223(02)01365-3"
"12374316","Estimation of 3-D left ventricular deformation from medical images using biomechanical models","Papademetris X, Sinusas AJ, Dione DP, Constable RT, Duncan JS.","IEEE Trans Med Imaging. 2002 Jul;21(7):786-800. doi: 10.1109/TMI.2002.801163.","Papademetris X","IEEE Trans Med Imaging","2002","2002/10/11","","","10.1109/TMI.2002.801163"
"19953506","Arterial transit time effects in pulsed arterial spin labeling CBF mapping: insight from a PET and MR study in normal human subjects","Qiu M, Paul Maguire R, Arora J, Planeta-Wilson B, Weinzimmer D, Wang J, Wang Y, Kim H, Rajeevan N, Huang Y, Carson RE, Constable RT.","Magn Reson Med. 2010 Feb;63(2):374-84. doi: 10.1002/mrm.22218.","Qiu M","Magn Reson Med","2010","2009/12/03","PMC2867043","NIHMS188599","10.1002/mrm.22218"
"12112772","Non-invasive assessment of language lateralization by transcranial near infrared optical topography and functional MRI","Kennan RP, Kim D, Maki A, Koizumi H, Constable RT.","Hum Brain Mapp. 2002 Jul;16(3):183-9. doi: 10.1002/hbm.10039.","Kennan RP","Hum Brain Mapp","2002","2002/07/12","PMC6871823","","10.1002/hbm.10039"
"12111941","Image distortion correction in EPI: comparison of field mapping with point spread function mapping","Zeng H, Constable RT.","Magn Reson Med. 2002 Jul;48(1):137-46. doi: 10.1002/mrm.10200.","Zeng H","Magn Reson Med","2002","2002/07/12","","","10.1002/mrm.10200"
"21763437","A whole-brain voxel based measure of intrinsic connectivity contrast reveals local changes in tissue connectivity with anesthetic without a priori assumptions on thresholds or regions of interest","Martuzzi R, Ramani R, Qiu M, Shen X, Papademetris X, Constable RT.","Neuroimage. 2011 Oct 15;58(4):1044-50. doi: 10.1016/j.neuroimage.2011.06.075. Epub 2011 Jul 2.","Martuzzi R","Neuroimage","2011","2011/07/19","PMC3183817","NIHMS316794","10.1016/j.neuroimage.2011.06.075"
"15084426","Sex differences and correlations in a virtual Morris water task, a virtual radial arm maze, and mental rotation","Astur RS, Tropp J, Sava S, Constable RT, Markus EJ.","Behav Brain Res. 2004 May 5;151(1-2):103-15. doi: 10.1016/j.bbr.2003.08.024.","Astur RS","Behav Brain Res","2004","2004/04/16","","","10.1016/j.bbr.2003.08.024"
"16950986","A functional magnetic resonance imaging study of the long-term influences of early indomethacin exposure on language processing in the brains of prematurely born children","Ment LR, Peterson BS, Meltzer JA, Vohr B, Allan W, Katz KH, Lacadie C, Schneider KC, Duncan CC, Makuch RW, Constable RT.","Pediatrics. 2006 Sep;118(3):961-70. doi: 10.1542/peds.2005-2870.","Ment LR","Pediatrics","2006","2006/09/05","PMC2364718","NIHMS44500","10.1542/peds.2005-2870"
"19037205","Role of variation in the serotonin transporter protein gene (SLC6A4) in trait disturbances in the ventral anterior cingulate in bipolar disorder","Shah MP, Wang F, Kalmar JH, Chepenik LG, Tie K, Pittman B, Jones MM, Constable RT, Gelernter J, Blumberg HP.","Neuropsychopharmacology. 2009 Apr;34(5):1301-10. doi: 10.1038/npp.2008.204. Epub 2008 Nov 26.","Shah MP","Neuropsychopharmacology","2009","2008/11/28","PMC2826628","NIHMS173270","10.1038/npp.2008.204"
"17011320","Cortical recruitment patterns in children born prematurely compared with control subjects during a passive listening functional magnetic resonance imaging task","Ment LR, Peterson BS, Vohr B, Allan W, Schneider KC, Lacadie C, Katz KH, Maller-Kesselman J, Pugh K, Duncan CC, Makuch RW, Constable RT.","J Pediatr. 2006 Oct;149(4):490-8. doi: 10.1016/j.jpeds.2006.06.007.","Ment LR","J Pediatr","2006","2006/10/03","PMC2386989","NIHMS44501","10.1016/j.jpeds.2006.06.007"
"18816821","Anesthetic effects on regional CBF, BOLD, and the coupling between task-induced changes in CBF and BOLD: an fMRI study in normal human subjects","Qiu M, Ramani R, Swetye M, Rajeevan N, Constable RT.","Magn Reson Med. 2008 Oct;60(4):987-96. doi: 10.1002/mrm.21759.","Qiu M","Magn Reson Med","2008","2008/09/26","PMC2716171","NIHMS118469","10.1002/mrm.21759"
"19236925","Modulation of functional connectivity with the syntactic and semantic demands of a Noun Phrase Formation Task: a possible role for the Default Network","Schafer RJ, Constable T.","Neuroimage. 2009 Jul 1;46(3):882-90. doi: 10.1016/j.neuroimage.2009.02.017. Epub 2009 Feb 21.","Schafer RJ","Neuroimage","2009","2009/02/25","","","10.1016/j.neuroimage.2009.02.017"
"18245422","Prematurely born children demonstrate white matter microstructural differences at 12 years of age, relative to term control subjects: an investigation of group and gender effects","Constable RT, Ment LR, Vohr BR, Kesler SR, Fulbright RK, Lacadie C, Delancy S, Katz KH, Schneider KC, Schafer RJ, Makuch RW, Reiss AR.","Pediatrics. 2008 Feb;121(2):306-16. doi: 10.1542/peds.2007-0414.","Constable RT","Pediatrics","2008","2008/02/05","","","10.1542/peds.2007-0414"
"23319241","A graphics processing unit accelerated motion correction algorithm and modular system for real-time fMRI","Scheinost D, Hampson M, Qiu M, Bhawnani J, Constable RT, Papademetris X.","Neuroinformatics. 2013 Jul;11(3):291-300. doi: 10.1007/s12021-013-9176-3.","Scheinost D","Neuroinformatics","2013","2013/01/16","PMC3644525","NIHMS436229","10.1007/s12021-013-9176-3"
"19482231","Influence of SLC6A3 and COMT variation on neural activation during response inhibition","Congdon E, Constable RT, Lesch KP, Canli T.","Biol Psychol. 2009 Jul;81(3):144-52. doi: 10.1016/j.biopsycho.2009.03.005. Epub 2009 Mar 28.","Congdon E","Biol Psychol","2009","2009/06/02","PMC2689843","NIHMS105887","10.1016/j.biopsycho.2009.03.005"
"27839650","Impaired consciousness in patients with absence seizures investigated by functional MRI, EEG, and behavioural measures: a cross-sectional study","Guo JN, Kim R, Chen Y, Negishi M, Jhun S, Weiss S, Ryu JH, Bai X, Xiao W, Feeney E, Rodriguez-Fernandez J, Mistry H, Crunelli V, Crowley MJ, Mayes LC, Constable RT, Blumenfeld H.","Lancet Neurol. 2016 Dec;15(13):1336-1345. doi: 10.1016/S1474-4422(16)30295-2.","Guo JN","Lancet Neurol","2016","2016/11/15","PMC5504428","NIHMS871899","10.1016/S1474-4422(16)30295-2"
"16875852","T1 measurements incorporating flip angle calibration and correction in vivo","Wang J, Qiu M, Kim H, Constable RT.","J Magn Reson. 2006 Oct;182(2):283-92. doi: 10.1016/j.jmr.2006.07.005. Epub 2006 Jul 27.","Wang J","J Magn Reson","2006","2006/08/01","","","10.1016/j.jmr.2006.07.005"
"15723397","In vivo method for correcting transmit/receive nonuniformities with phased array coils","Wang J, Qiu M, Constable RT.","Magn Reson Med. 2005 Mar;53(3):666-74. doi: 10.1002/mrm.20377.","Wang J","Magn Reson Med","2005","2005/02/22","","","10.1002/mrm.20377"
"17867368","Origin of the radio frequency pulse artifact in simultaneous EEG-fMRI recording: rectification at the carbon-metal interface","Negishi M, Pinus BI, Pinus AB, Constable RT.","IEEE Trans Biomed Eng. 2007 Sep;54(9):1725-7. doi: 10.1109/TBME.2007.891940.","Negishi M","IEEE Trans Biomed Eng","2007","2007/09/18","PMC3498845","NIHMS419491","10.1109/TBME.2007.891940"
"18294868","Detecting change in BOLD signal between sessions for atlas-based anatomical ROIs","Buck R, Singhal H, Arora J, Schlitt H, Constable RT.","Neuroimage. 2008 Apr 15;40(3):1157-65. doi: 10.1016/j.neuroimage.2008.01.001. Epub 2008 Jan 16.","Buck R","Neuroimage","2008","2008/02/26","","","10.1016/j.neuroimage.2008.01.001"
"16773653","Factors influencing flip angle mapping in MRI: RF pulse shape, slice-select gradients, off-resonance excitation, and B0 inhomogeneities","Wang J, Mao W, Qiu M, Smith MB, Constable RT.","Magn Reson Med. 2006 Aug;56(2):463-8. doi: 10.1002/mrm.20947.","Wang J","Magn Reson Med","2006","2006/06/15","","","10.1002/mrm.20947"
"17654570","On the application of chemical shift-based multipoint water-fat separation methods in balanced SSFP imaging","Kim H, Pinus AB, Wang J, Murphy PS, Constable RT.","Magn Reson Med. 2007 Aug;58(2):413-8. doi: 10.1002/mrm.21303.","Kim H","Magn Reson Med","2007","2007/07/27","","","10.1002/mrm.21303"
"22585546","In vivo O-Space imaging with a dedicated 12 cm Z2 insert coil on a human 3T scanner using phase map calibration","Stockmann JP, Galiana G, Tam L, Juchem C, Nixon TW, Constable RT.","Magn Reson Med. 2013 Feb;69(2):444-55. doi: 10.1002/mrm.24282. Epub 2012 May 14.","Stockmann JP","Magn Reson Med","2013","2012/05/16","PMC3491108","NIHMS394856","10.1002/mrm.24282"
"22190380","Null space imaging: nonlinear magnetic encoding fields designed complementary to receiver coil sensitivities for improved acceleration in parallel imaging","Tam LK, Stockmann JP, Galiana G, Constable RT.","Magn Reson Med. 2012 Oct;68(4):1166-75. doi: 10.1002/mrm.24114. Epub 2011 Dec 21.","Tam LK","Magn Reson Med","2012","2011/12/23","PMC3458137","NIHMS340248","10.1002/mrm.24114"
"16093315","Beyond affect: a role for genetic variation of the serotonin transporter in neural activation during a cognitive attention task","Canli T, Omura K, Haas BW, Fallgatter A, Constable RT, Lesch KP.","Proc Natl Acad Sci U S A. 2005 Aug 23;102(34):12224-9. doi: 10.1073/pnas.0503880102. Epub 2005 Aug 10.","Canli T","Proc Natl Acad Sci U S A","2005","2005/08/12","PMC1189322","","10.1073/pnas.0503880102"
"21147595","Magnetic resonance driven electrical impedance tomography: a simulation study","Negishi M, Tong T, Constable RT.","IEEE Trans Med Imaging. 2011 Mar;30(3):828-37. doi: 10.1109/TMI.2010.2098035. Epub 2010 Dec 10.","Negishi M","IEEE Trans Med Imaging","2011","2010/12/15","","","10.1109/TMI.2010.2098035"
"17282881","Brain tissue segmentation based on corrected gray-scale analysis","Wang J, Qiu M, Papademetris X, Todd Constable R.","Conf Proc IEEE Eng Med Biol Soc. 2005;2005:3027-30. doi: 10.1109/IEMBS.2005.1617112.","Wang J","Conf Proc IEEE Eng Med Biol Soc","2005","2007/02/07","","","10.1109/IEMBS.2005.1617112"
"25571379","2D Magnetic resonance electrical property tomography based on B1(-) field mapping","Yuqing Wan, Negishi M, Constable RT.","Annu Int Conf IEEE Eng Med Biol Soc. 2014;2014:6060-3. doi: 10.1109/EMBC.2014.6945011.","Yuqing Wan","Annu Int Conf IEEE Eng Med Biol Soc","2014","2015/01/09","","","10.1109/EMBC.2014.6945011"
"15301594","Hippocampal dampening during a relational memory task","Astur RS, Constable RT.","Behav Neurosci. 2004 Aug;118(4):667-75. doi: 10.1037/0735-7044.118.4.667.","Astur RS","Behav Neurosci","2004","2004/08/11","","","10.1037/0735-7044.118.4.667"
"23719063","A feasibility study of magnetic resonance driven electrical impedance tomography using a phantom","Wan Y, Negishi M, Constable RT.","Physiol Meas. 2013 Jun;34(6):623-44. doi: 10.1088/0967-3334/34/6/623. Epub 2013 May 29.","Wan Y","Physiol Meas","2013","2013/05/31","","","10.1088/0967-3334/34/6/623"
"21761447","Spin dephasing under nonlinear gradients: implications for imaging and field mapping","Galiana G, Stockmann JP, Tam L, Constable RT.","Magn Reson Med. 2012 Apr;67(4):1120-6. doi: 10.1002/mrm.23085. Epub 2011 Jul 14.","Galiana G","Magn Reson Med","2012","2011/07/16","PMC3289760","NIHMS305043","10.1002/mrm.23085"
"18938250","Comparator and non-comparator mechanisms of change detection in the context of speech--an ERP study","Laufer I, Negishi M, Constable RT.","Neuroimage. 2009 Jan 15;44(2):546-62. doi: 10.1016/j.neuroimage.2008.09.010. Epub 2008 Sep 25.","Laufer I","Neuroimage","2009","2008/10/22","PMC2643129","NIHMS83215","10.1016/j.neuroimage.2008.09.010"
